frames/keypoints,nosex,nosey,leftEyex,leftEyey,rightEyex,rightEyey,leftEarx,leftEary,rightEarx,rightEary,leftShoulderx,leftShouldery,rightShoulderx,rightShouldery,leftElbowx,leftElbowy,rightElbowy,rightElbowy,leftWristx,leftWristy,rightWristx,rightWristy,leftHipx,leftHipy,rightHipx,rightHipy,leftKneex,leftKneey,rightKneex,rightKneey,leftAnklex,leftAnkley,rightAnklex,rightAnkley,neckx,necky
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,389.4227294921875,92.59423828125,-1,-1,366.5008544921875,55.02909851074219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,389.4227294921875,92.59423828125,-1,-1,366.5008544921875,55.02909851074219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,389.4227294921875,92.59423828125,-1,-1,366.5008544921875,55.02909851074219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,389.4227294921875,92.59423828125,-1,-1,366.5008544921875,55.02909851074219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,389.4227294921875,92.59423828125,-1,-1,366.5008544921875,55.02909851074219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,389.4227294921875,92.59423828125,-1,-1,366.5008544921875,55.02909851074219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,389.4227294921875,92.59423828125,-1,-1,366.5008544921875,55.02909851074219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,389.4227294921875,92.59423828125,-1,-1,366.5008544921875,55.02909851074219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,389.4227294921875,92.59423828125,-1,-1,366.5008544921875,55.02909851074219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,389.4227294921875,92.59423828125,-1,-1,366.5008544921875,55.02909851074219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
